eid,report_id,country_code,type_id,report_entity_type,actor_name,primary_role,roles,relevance,actor_degree,primary_evidence_url,fallback,evidence_count,evidence_urls,evidence_quotes,evidence_supports_roles,evidence_accessed_at,reuse_objects,strict_review
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:691,CH:U26,CH,U26,,Monotti Ingegneri,Tragwerksplanung,Tragwerksplanung,Plant das Tragwerk aus wiederverwendeten Betonelementen des Lysbüchel-Parkhauses.,bezug,https://www.metalocus.es/en/news/parabase-wins-competition-residential-development-reuse-building-elements-areal-walkeweg-nord-basel,False,1,https://www.metalocus.es/en/news/parabase-wins-competition-residential-development-reuse-building-elements-areal-walkeweg-nord-basel,Structural Engineering.- Monotti Ingegneri Consulenti SA: Mario Monotti.,Tragwerksplanung,2026-08-13,,True
NEW:H:morgansindall,GB:U45,GB,U45,,Morgan Sindall,Reuse-Audit,Reuse-Audit,"Führt Rückbauaudits durch, um Bauteile für Wiederverwendung zu identifizieren.",kern,https://www.morgansindallconstruction.com/our-approach/responsible-business/,False,1,https://www.morgansindallconstruction.com/our-approach/responsible-business/,"Material optimisation via the waste hierarchy – prevent waste, reuse, recycle, recover; pre-demolition audits to maximise reuse and recycling opportunities",Reuse-Audit,2026-08-13,,True
NEW:H:mowe,DE:M08,DE,M08,,MÖWE gGmbH (Möwe Altmaterialverwendung),Aufarbeitung / Bauteilhandel / Berufliche Qualifizierung,Aufarbeitung | Bauteilhandel | Berufliche Qualifizierung,Arbeitet gebrauchte Bauteile auf und qualifiziert Menschen für deren Wiederverkauf.,bezug,https://www.bne.uni-osnabrueck.de/BNE-Osnabrueck/MoeweGGmbH,False,1,https://www.bne.uni-osnabrueck.de/BNE-Osnabrueck/MoeweGGmbH,Zusätzlich sind es bei Abbruchgebäuden auch Fenster und Türen oder gar Teile aus Bad- und Kücheneinrichtungen.,Aufarbeitung | Bauteilhandel | Berufliche Qualifizierung,2026-08-13,Bauteile und Baumaterialien,True
NEW:H:mthojgaard,DK:U20,DK,U20,,MT Højgaard,Sanierung,Sanierung,Saniert Bestandsbauten und baut erhaltene Materialien wieder ein.,kern,https://mth.dk/ydelser/renovering/bevaringsvaerdige-og-fredede-bygninger,False,1,https://mth.dk/ydelser/renovering/bevaringsvaerdige-og-fredede-bygninger,"Vi genbruger og genanvender så vidt muligt materialer, så vi lever op til Slots- og Kulturstyrelsens fredningsklasser",Sanierung,2026-08-13,,True
NEW:H:multiconsult,NO:U09,NO,U09,,Multiconsult,Reuse-Beratung,Reuse-Beratung,Berät Bauprojekte durchgängig zur Wiederverwendung von Gebäuden und Materialien.,kern,https://www.multiconsult.no/tjenester/bygg-og-eiendom/fag-og-tjenester/ombruksradgivning-fra-a-til-a/,False,1,https://www.multiconsult.no/tjenester/bygg-og-eiendom/fag-og-tjenester/ombruksradgivning-fra-a-til-a/,Multiconsult tilbyr helhetlig ombruksrådgivning for prosjekter med ombruk av bygg og materialer gjennom alle faser.,Reuse-Beratung,2026-08-13,,True
NEW:munchenbauteilborse,DE:I05,DE,I05,,München Bauteilbörse (CirCoFin pilot),Bauteilinventarisierung / Aufarbeitung / Vermittlungsplattform,Bauteilinventarisierung | Aufarbeitung | Vermittlungsplattform,"Erfasst, bereitet und vermittelt gebrauchte Bauteile physisch und digital.",bezug,https://concular.de/regionale-knotenpunkte-fuer-ganz-deutschland/,False,1,https://concular.de/regionale-knotenpunkte-fuer-ganz-deutschland/,Im Rahmen des europäischen CIRCOFIN-Projekts entwickelt Concular gemeinsam mit der Stadt München eine digitale und physische Bauteilbörse.,Bauteilinventarisierung | Aufarbeitung | Vermittlungsplattform,2026-08-13,Bauteile und Baumaterialien,True
NEW:H:mvvafbraakwerkenmartin,BE:M33,BE,M33,,MVV Afbraakwerken Martin,Bauteilhandel,Bauteilhandel,Verkauft wiedergewonnene Baustoffe aus seinem Abbruchbetrieb.,kern,https://www.mvvafbraak.be/,False,1,https://www.mvvafbraak.be/,Verkoop van recuperatiebouwmaterialen (na afspraak),Bauteilhandel,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:4873,BE:N05,BE,N05,,Namur Croisade pauvreté,Bauteilhandel,Bauteilhandel,"Birgt und verkauft Fenster, Türen, Möbel und Altsteine für Gebäuderestaurierungen.",bezug,https://www.namur.be/fr/annuaire/croisade-et-pauvrete-asbl,False,1,https://www.namur.be/fr/annuaire/croisade-et-pauvrete-asbl,"récupère et commercialise des matériaux, châssis, portes, meubles, pierres anciennes ... destinés ... à être réutilisés dans le cadre de la restauration d'immeubles",Bauteilhandel,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5194,GB:G02,GB,G02,,National Lottery Heritage Fund,Fördermittelvergabe,Fördermittelvergabe,Finanziert die Piererneuerung mit erhaltenem und wiederverwendetem Holz.,bezug,http://drmmstudio.com/project/hastings-pier/,False,1,http://drmmstudio.com/project/hastings-pier/,Funding: Heritage Lottery Fund (£11.4 million grant),Fördermittelvergabe,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6247,DE:F09,DE,F09,,Natural Building Lab,Pilotierung / Angewandte Forschung / Lehre,Pilotierung | Angewandte Forschung | Lehre,"Erforscht, lehrt und erprobt Tragwerke und Sanierungen mit gebrauchten Bauteilen.",kern,https://www.nbl.berlin/,False,1,https://www.nbl.berlin/,Natural Building Lab operates as part of a transdisciplinary network undertaking projects that produce knowledge and built prototypes for a post-fossil society.,Pilotierung | Angewandte Forschung | Lehre,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6303,DE:U37,DE,U37,,NBL Studio,Pilotierung / Richtlinienentwicklung,Pilotierung | Richtlinienentwicklung,Erprobt Gebrauchtholz-Tragwerke und entwickelt einen Leitfaden für Rückbaumaterial.,kern,https://www.nbl.berlin/circles/nbl-studio-ggmbh/,False,1,https://www.nbl.berlin/circles/nbl-studio-ggmbh/,"Leitfaden zum Potenzial der Wieder- und Weiter-, -verwendung und -verwertung von Materialien",Pilotierung | Richtlinienentwicklung,2026-08-13,,True
NEW:ncc,SE:U14,SE,U14,,NCC,Reuse-Planung,Reuse-Planung,Direkt belegt im baulichen Reuse-Kontext: Reuse-Planung.,kern,https://www.ncc.se/hallbarhet/miljo-och-klimat/material-och-cirkularitet/,False,1,https://www.ncc.se/hallbarhet/miljo-och-klimat/material-och-cirkularitet/,NCC:s cirkulära byggande handlar om att minimera avfall eller öka återbruk och materialåtervinning genom design och materialval (eigene dauerhafte Nachhaltigkeitsseite),Reuse-Planung,2026-08-13,Bauteile oder Baumaterialien laut akteursspezifischer Evidenz,True
NEW:nedrivningsselskabetfalster,DK:U21,DK,U21,,Nedrivningsselskabet Falster,Selektiver Rückbau,Selektiver Rückbau,Birgt Bauteile selektiv und verkauft sie für neue Bauprojekte.,kern,https://nssf.dk/nedrivning/,False,1,https://nssf.dk/nedrivning/,Salg af genbrugsmaterialer,Selektiver Rückbau,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:590,CH:F03,CH,F03,,NEST Research and Innovation Platform / Empa–Eawag,Pilotierung / Angewandte Forschung,Pilotierung | Angewandte Forschung,Erprobt wiederverwendbare Materialien und Technologien im NEST unter realen Bedingungen.,bezug,https://www.db-bauzeitung.de/db/heizung-klima-lueftung/forschungsmodul/,False,1,https://www.db-bauzeitung.de/db/heizung-klima-lueftung/forschungsmodul/,Hierfür entstand auf dem Campus der Empa (Eidgenössische Materialprüfungs- und Forschungsanstalt) im schweizerischen Dübendorf das Forschungs- und Innovationsgebäude NEST,Pilotierung | Angewandte Forschung,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6577,NL:U38,NL,U38,,New Horizon,Reuse-Beratung / Bauteilinventarisierung / Wertermittlung,Reuse-Beratung | Bauteilinventarisierung | Wertermittlung,Scannt Gebäude und bewertet Bauteile und Materialwerte für Wiederverwendung.,kern,https://newhorizon.nl/,False,1,https://newhorizon.nl/,"We scannen verborgen materialen, berekenen de waarde en adviseren tijdens de oogst.",Reuse-Beratung | Bauteilinventarisierung | Wertermittlung,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:602,NL:U39,NL,U39,,New Horizon UM,Bauteilinventarisierung,Bauteilinventarisierung,Direkt belegt im baulichen Reuse-Kontext: Bauteilinventarisierung.,kern,https://newhorizon.nl/,False,1,https://newhorizon.nl/,"We scannen verborgen materialen, berekenen de waarde en adviseren tijdens de oogst.",Bauteilinventarisierung,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6672,CH:U28,CH,U28,,Nomol,Projektentwicklung / Bergung / Aufarbeitung,Projektentwicklung | Bergung | Aufarbeitung,Entwickelt Prozesse zur Rückgewinnung und Aufarbeitung hochwertiger Baukomponenten.,kern,https://www.nomol.ag/uber-uns,False,1,https://www.nomol.ag/uber-uns,"Sie entwickelt und betreibt innovative, kreislaufwirtschaftliche Geschäftsmodelle und Prozesse zur Rückgewinnung, Aufbereitung und Wiederverwendung von Baukomponenten",Projektentwicklung | Bergung | Aufarbeitung,2026-08-13,Bauteile und Baumaterialien,True
NEW:H:nordlandsforskning,NO:F01,NO,F01,,Nordlandsforskning AS,Methodenentwicklung / Angewandte Forschung / Monitoring und Evaluation,Methodenentwicklung | Angewandte Forschung | Monitoring und Evaluation,Entwickelt Bewertungsrahmen und Indikatoren für kommunale Reuse-Aktivitäten.,bezug,https://www.nordlandsforskning.no/prosjekter/2019/09/30/nb-project-cityloops,False,1,https://www.nordlandsforskning.no/prosjekter/2019/09/30/nb-project-cityloops,Nordlandsforskning har ansvar for å utvikle rammeverk og indikatorer for å evaluere aktivitetene i alle byene.,Methodenentwicklung | Angewandte Forschung | Monitoring und Evaluation,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5652,FR:O04,FR,O04,,Novaedia / Novædia,Bauherrschaft,Bauherrschaft,"Beauftragt den eigenen Neubau mit Fenstern, Ziegeln und Ausstattung aus Reuse.",bezug,http://materiauxreemploi.com/visite-de-chantier-resilience-la-ferme-des-possibles-a-stains/,False,1,http://materiauxreemploi.com/visite-de-chantier-resilience-la-ferme-des-possibles-a-stains/,"Le bâtiment accueillera en mars 2020 le siège social et les ateliers de Novaedia, coopérative à but d'insertion sociale",Bauherrschaft,2026-08-13,,True
NEW:nygardsbyggatervinning,SE:M07,SE,M07,,Nygårds Byggåtervinning,Lagerung / Bauteilhandel,Lagerung | Bauteilhandel,Lagert und verkauft gebrauchte Baustoffe für neue Bau- und Umbauprojekte.,kern,https://www.nygardsbygg.com/,False,1,https://www.nygardsbygg.com/,Att återanvända så mycket som möjligt av begagnat byggmaterial som är fullt användbart och sälja det till lågra priser!,Lagerung | Bauteilhandel,2026-08-13,Bauteile oder Baumaterialien laut akteursspezifischer Evidenz,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5327,CH:U29,CH,U29,,Oberli Ingenieurbau AG,Tragwerksplanung,Tragwerksplanung,Plant das Tragwerk des K.118 mit wiederverwendeter Stahlstruktur und Außentreppe.,bezug,https://www.archdaily.com/968958/k118-kopfbau-halle-118-hauburo-in-situ,False,1,https://www.archdaily.com/968958/k118-kopfbau-halle-118-hauburo-in-situ,Civil engineer: Oberli Ingenieurbau AG,Tragwerksplanung,2026-08-13,,True
NEW:H:okpriserdkas,DK:M15,DK,M15,,OKpriser.dk A/S,Bauteilhandel,Bauteilhandel,"Sucht, lagert und verkauft gebrauchte sowie überschüssige Bauteile.",kern,https://okpriser.dk/,False,1,https://okpriser.dk/,OKpriser.dk A/S er et af de ældste og mest velrenommerede virksomheder indenfor salg af genbrugsmaterialer.,Bauteilhandel,2026-08-13,,True
NEW:ombrukshubsorlandet,NO:N05,NO,N05,,Ombruks-HUB Sørlandet AS,Zwischenlagerung / Vermittlung,Zwischenlagerung | Vermittlung,Organisiert Zwischenlagerung und Verteilung demontierter Bauteile.,kern,https://bolgenbks.no/ombruks-hub,False,1,https://bolgenbks.no/ombruks-hub,"demontering, frakt, mellomlagring og distribusjon",Zwischenlagerung | Vermittlung,2026-08-13,,True
NEW:ombygg,NO:M05,NO,M05,,OMBYGG,Lagerung / Bauteilhandel,Lagerung | Bauteilhandel,Lagert wiederverwendbare Bauwaren und verkauft sie aus der Ombrukszentrale.,bezug,https://www.ressurssentral.no/,False,1,https://www.ressurssentral.no/,I teltet tilbyr driftsselskapet Ombygg ombruksvarer av høy kvalitet og utleie av lagerplass til ombruksvarer.,Lagerung | Bauteilhandel,2026-08-13,Bauteile und Baumaterialien,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6533,BE:N06,BE,N06,,Opalis,Vermittlungsplattform,Vermittlungsplattform,"Macht Reuse-Händler, Bauteildaten und ausgeführte Referenzen auffindbar.",kern,https://opalis.eu/en/about,False,1,https://opalis.eu/en/about,The objective of Opalis is to facilitate reuse of materials in construction and renovation projects.,Vermittlungsplattform,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5807,GB:U46,GB,U46,Unternehmen,Opera Property & Asset Management,Projektsteuerung,Projektsteuerung,Steuert die Sanierung mit Bestandserhalt und einem Tragwerk aus gebrauchtem Stahl.,bezug,https://asbp.org.uk/case-studies/55-great-suffolk-street,False,1,https://asbp.org.uk/case-studies/55-great-suffolk-street,Opera (Project Manager – 55 Great Suffolk Street),Projektsteuerung,2026-08-13,,True
NEW:H:orak,FR:M47,FR,M47,,ORAK,Zustandsbewertung,Zustandsbewertung,"Bewertet, pflegt und bereitet Teppichfliesen für eine erneute Nutzung auf.",kern,https://orak.pro/,False,1,https://orak.pro/,La demande pour des dalles de moquette de réemploi est en croissance constante. Nous proposons des dalles de seconde main en excellent état.,Zustandsbewertung,2026-08-13,,True
NEW:H:ovam,BE:I05,BE,I05,,OVAM (Openbare Vlaamse Afvalstoffenmaatschappij),Reuse-Strategie,Reuse-Strategie,"Entwickelt Strategien, Werkzeuge und Richtlinien zur Wiederverwendung von Bauteilen.",kern,https://ovam.vlaanderen.be/circulair-materialenbeheer,False,1,https://ovam.vlaanderen.be/circulair-materialenbeheer,"Circulair materialenbeheer wil de milieu-impact verkleinen van materialen die gebruikt worden of vrijkomen bij bouwen, renoveren en slopen.",Reuse-Strategie,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6390,NL:U40,NL,U40,,Overtreders W,Architektur / Demontagegerechtes Design,Architektur | Demontagegerechtes Design,"Direkt belegt im baulichen Reuse-Kontext: Architektur, Demontagegerechtes Design.",kern,https://www.overtreders-w.nl/,False,1,https://www.overtreders-w.nl/,"By making architecture demountable and reusable, by borrowing and leasing materials, and by using biobased and recycled sources, we develop a new perspective on building.",Architektur | Demontagegerechtes Design,2026-08-13,,True
NEW:polesenpogenbrug,DK:U26,DK,U26,,P. Olesen / PO Genbrug,Bauteilhandel,Bauteilhandel,"Verkauft gebrauchte Fenster, Türen, Haustechnik und weitere Bauteile.",kern,https://pogenbrug.dk/,False,1,https://pogenbrug.dk/,P. Olesen genbrug – Salg af genbrugs byggematerialer,Bauteilhandel,2026-08-13,,True
NEW:palats,SE:S02,SE,S02,,Palats,Digitale Bestandserfassung / Datenplattform,Digitale Bestandserfassung | Datenplattform,"Direkt belegt im baulichen Reuse-Kontext: Digitale Bestandserfassung, Datenplattform.",kern,https://www.palats.io/materialhantering,False,1,https://www.palats.io/materialhantering,"Nordens ledande plattform för inventering, hantering och cirkulation av möbler och byggmaterial.",Digitale Bestandserfassung | Datenplattform,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6675,CH:U31,CH,U31,,PARABASE,Architektur / Reuse-Planung,Architektur | Reuse-Planung,Entwirft Wohnbauten mit wiederverwendeten Betonbauteilen in Tragwerk und Fassade.,kern,https://www.parabase.eu/,False,1,https://www.parabase.eu/,"Areal Walkeweg Nord Basel «Re-use» Competition, 2023. 1st Prize. Ongoing",Architektur | Reuse-Planung,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6718,CH:U32,CH,U32,,Pascal Flammer Architekten,Architektur / Reuse-Planung,Architektur | Reuse-Planung,Entwirft das Hobelwerk-Haus und integriert Bauteile aus 21 Reuse-Quellen.,bezug,https://www.espazium.ch/de/aktuelles/winterthur-hobelwerk-architektur-reuse-flammerarchitkten-nettonull,False,1,https://www.espazium.ch/de/aktuelles/winterthur-hobelwerk-architektur-reuse-flammerarchitkten-nettonull,"Das Baubüro in situ übernahm die Fachplanung des Bereichs Re-Use ... untersuchten in situ und PFA 60 Elemente, aus denen schlussendlich 21 für Erwerb und Einbau ausgewählt wurden.",Architektur | Reuse-Planung,2026-08-13,,True
NEW:H:peikkofinland,FI:U15,FI,U15,,Peikko Finland,Demontagegerechtes Design / Technologieentwicklung,Demontagegerechtes Design | Technologieentwicklung,Entwickelt lösbare Verbindungen für Demontage und Wiederverwendung von Tragwerken.,kern,https://www.peikko.com/products/circular-economy/overview/,False,1,https://www.peikko.com/products/circular-economy/overview/,"In time and led by our R&D department, we aim to establish a fully circular product portfolio and building system that enables reusing building materials several times over.",Demontagegerechtes Design | Technologieentwicklung,2026-08-13,Bauteile und Baumaterialien,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6449,DE:U38,DE,U38,,Petra Jablonická,Architektur,Architektur,Ist als Architektin eines konkreten Reuse-Projekts belegt.,bezug,"https://www.jablonicka.com/work/95,6%25-circular-reconstruction-of-offices-for-awm-m%C3%BCnster-",False,1,"https://www.jablonicka.com/work/95,6%25-circular-reconstruction-of-offices-for-awm-m%C3%BCnster-",Petra Jablonická (Architect),Architektur,2026-08-13,,True
NEW:H:pierresandjardinsdautrefois,FR:M50,FR,M50,,Pierres & Jardins d'Autrefois,Bauteilhandel,Bauteilhandel,"Passt historische Steinbauteile an, verkauft und verbaut sie in Bauprojekten.",kern,https://www.pierres-et-jardins.com/,False,1,https://www.pierres-et-jardins.com/,Pierres et Jardins d'Autrefois est spécialisé dans les matériaux anciens et les objets de décoration,Bauteilhandel,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5772,NL:U42,NL,U42,,Pieters,Tragwerksplanung / Demontagegerechtes Design,Tragwerksplanung | Demontagegerechtes Design,Plant Tragwerke mit demontierbaren Verbindungen für eine spätere Wiederverwendung.,kern,https://www.pieters.net/constructie,False,1,https://www.pieters.net/constructie,Bij Pieters maken we duurzaamheid vanzelfsprekend - van circulair en demontabel bouwen tot materiaalbewuste keuzes,Tragwerksplanung | Demontagegerechtes Design,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6345,DK:U28,DK,U28,,Pihlmann Architects,Architektur,Architektur,"Plant Bestandsumbauten durch Erhalt, Neukonfiguration und geringe Eingriffe.",kern,https://pihlmann.dk/info,False,1,https://pihlmann.dk/info,"selective dismantling, preservation, and reconfiguration expose latent potential in the overproduced and underestimated.",Architektur,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6490,CH:U33,CH,U33,,PIRMIN JUNG Schweiz AG,Tragwerksplanung / Richtlinienentwicklung,Tragwerksplanung | Richtlinienentwicklung,Plant Reuse-Holzbauteile und entwickelt einen Leitfaden für kreislauffähigen Holzbau.,bezug,https://www.baublatt.ch/baupraxis/kreislauffaehiger-holzbau-vom-abbruchmaterial-zur-ressource-39291,False,1,https://www.baublatt.ch/baupraxis/kreislauffaehiger-holzbau-vom-abbruchmaterial-zur-ressource-39291,Das Unternehmen beschäftigt sich seit mehreren Jahren mit dem Thema zirkuläres Bauen.,Tragwerksplanung | Richtlinienentwicklung,2026-08-13,,True
