"source","source_entity","source_id","field","raw_label","suggested_entity","reason","legacy_path"
"reuse_einsatz/CRCLR_House_Impact_Hub_Berlin__004__Sanit_robjekte_Duschtassen","reuse_einsatz","CRCLR_House_Impact_Hub_Berlin__004__Sanit_robjekte_Duschtassen","huerde_label","geringer als Fenster/Türen","huerde","no_confident_huerde_match","Gebäude\CRCLR_House_Impact_Hub_Berlin.md"
"reuse_einsatz/CRCLR_House_Impact_Hub_Berlin__007__TGA_sichtbar_gef_hrt","reuse_einsatz","CRCLR_House_Impact_Hub_Berlin__007__TGA_sichtbar_gef_hrt","huerde_label","Koordination","huerde","no_confident_huerde_match","Gebäude\CRCLR_House_Impact_Hub_Berlin.md"
"reuse_einsatz/ELYS_Kultur_Gewerbehaus_Basel__001__Holzrahmen_Fassade","reuse_einsatz","ELYS_Kultur_Gewerbehaus_Basel__001__Holzrahmen_Fassade","huerde_label","Material reichte nicht; Zusatzbeschaffung nötig","huerde","no_confident_huerde_match","Gebäude\ELYS_Kultur_Gewerbehaus_Basel.md"
"reuse_einsatz/Europa_Building_Brussels__003__Residence_Palace_Bestand","reuse_einsatz","Europa_Building_Brussels__003__Residence_Palace_Bestand","norm_recht_label","gelistete Teile seit 2004","norm_or_leistungsanforderung","no_confident_norm_or_requirement_match","Gebäude\Europa_Building_Brussels.md"
"reuse_einsatz/Ferme_du_Rail_Paris__001__Holzfensterrahmen_Ch_ssis_bois","reuse_einsatz","Ferme_du_Rail_Paris__001__Holzfensterrahmen_Ch_ssis_bois","pruefung_label","Bureau de contrôle beteiligt","pruefung_nachweis","no_confident_pruefung_match","Gebäude\Ferme_du_Rail_Paris.md"
"reuse_einsatz/Ferme_du_Rail_Paris__002__Holzfensterrahmen","reuse_einsatz","Ferme_du_Rail_Paris__002__Holzfensterrahmen","huerde_label","hoher Arbeitsaufwand","huerde","no_confident_huerde_match","Gebäude\Ferme_du_Rail_Paris.md"
"reuse_einsatz/Ferme_du_Rail_Paris__002__Holzfensterrahmen","reuse_einsatz","Ferme_du_Rail_Paris__002__Holzfensterrahmen","pruefung_label","Bureau de contrôle akzeptierte geringes Risiko","pruefung_nachweis","no_confident_pruefung_match","Gebäude\Ferme_du_Rail_Paris.md"
"reuse_einsatz/Ferme_du_Rail_Paris__006__Fliesen_Fayence","reuse_einsatz","Ferme_du_Rail_Paris__006__Fliesen_Fayence","pruefung_label","PV und Produktdaten vorhanden","pruefung_nachweis","no_confident_pruefung_match","Gebäude\Ferme_du_Rail_Paris.md"
"reuse_einsatz/Ferme_du_Rail_Paris__008__textile_rezyklierte_Fasern","reuse_einsatz","Ferme_du_Rail_Paris__008__textile_rezyklierte_Fasern","material_label","Fasern","material","no_confident_material_match","Gebäude\Ferme_du_Rail_Paris.md"
"reuse_einsatz/Ferme_du_Rail_Paris__009__Metallteile","reuse_einsatz","Ferme_du_Rail_Paris__009__Metallteile","bauteil_label","Metallteile","bauteiltyp","no_confident_bauteiltyp_match","Gebäude\Ferme_du_Rail_Paris.md"
"reuse_einsatz/Ferme_du_Rail_Paris__009__Metallteile","reuse_einsatz","Ferme_du_Rail_Paris__009__Metallteile","huerde_label","Umsetzung unklar / kompliziert","huerde","no_confident_huerde_match","Gebäude\Ferme_du_Rail_Paris.md"
"reuse_einsatz/gjG_House_Gentbrugge__002__Dach","reuse_einsatz","gjG_House_Gentbrugge__002__Dach","material_label","Material unbekannt","material","no_confident_material_match","Gebäude\gjG_House_Gentbrugge.md"
"reuse_einsatz/gjG_House_Gentbrugge__005__Fenster_ffnungen","reuse_einsatz","gjG_House_Gentbrugge__005__Fenster_ffnungen","huerde_label","Öffnungen in Schale","huerde","no_confident_huerde_match","Gebäude\gjG_House_Gentbrugge.md"
"reuse_einsatz/gjG_House_Gentbrugge__010__D_mmung","reuse_einsatz","gjG_House_Gentbrugge__010__D_mmung","norm_recht_label","EPB ohne Nummer","norm_or_leistungsanforderung","no_confident_norm_or_requirement_match","Gebäude\gjG_House_Gentbrugge.md"
"reuse_einsatz/Grande_Halle_de_Colombelles__010__Metalltr_ger_Poutres_m_talliques","reuse_einsatz","Grande_Halle_de_Colombelles__010__Metalltr_ger_Poutres_m_talliques","huerde_label","zu wenig Detail","huerde","no_confident_huerde_match","Gebäude\Grande_Halle_de_Colombelles.md"
"reuse_einsatz/Grubenstrasse_29_Werkhof_29_Zuerich__006__Gitterroste","reuse_einsatz","Grubenstrasse_29_Werkhof_29_Zuerich__006__Gitterroste","huerde_label","Passform","huerde","no_confident_huerde_match","Gebäude\Grubenstrasse_29_Werkhof_29_Zuerich.md"
"reuse_einsatz/Grubenstrasse_29_Werkhof_29_Zuerich__012__alte_Holzpfetten_des_vormaligen_Flachdachs","reuse_einsatz","Grubenstrasse_29_Werkhof_29_Zuerich__012__alte_Holzpfetten_des_vormaligen_Flachdachs","huerde_label","Zustand, neue Funktion","huerde","no_confident_huerde_match","Gebäude\Grubenstrasse_29_Werkhof_29_Zuerich.md"
"reuse_einsatz/Harmalanranta_A_Kruunu_ReCreate_mini_pilot_Tampere__001__Hohlk_rperdecken","reuse_einsatz","Harmalanranta_A_Kruunu_ReCreate_mini_pilot_Tampere__001__Hohlk_rperdecken","norm_recht_label","lokale Baugenehmigung unbekannt; EN 1168 als Fachbezug","norm_or_leistungsanforderung","no_confident_norm_or_requirement_match","Gebäude\Harmalanranta_A_Kruunu_ReCreate_mini_pilot_Tampere.md"
"reuse_einsatz/Harmalanranta_A_Kruunu_ReCreate_mini_pilot_Tampere__001__Hohlk_rperdecken","reuse_einsatz","Harmalanranta_A_Kruunu_ReCreate_mini_pilot_Tampere__001__Hohlk_rperdecken","pruefung_label","sorgfältige Qualitätssicherung; Details unbekannt","pruefung_nachweis","no_confident_pruefung_match","Gebäude\Harmalanranta_A_Kruunu_ReCreate_mini_pilot_Tampere.md"
"reuse_einsatz/Hastings_Pier_Visitor_Centre__001__Fassadenbekleidung_Besucherzentrum","reuse_einsatz","Hastings_Pier_Visitor_Centre__001__Fassadenbekleidung_Besucherzentrum","norm_recht_label","Heritage-Kontext; Bauordnung unbekannt","norm_or_leistungsanforderung","no_confident_norm_or_requirement_match","Gebäude\Hastings_Pier_Visitor_Centre.md"
"reuse_einsatz/Hastings_Pier_Visitor_Centre__003__Deckm_bel","reuse_einsatz","Hastings_Pier_Visitor_Centre__003__Deckm_bel","huerde_label","lokale Beschäftigung / Verarbeitung","huerde","no_confident_huerde_match","Gebäude\Hastings_Pier_Visitor_Centre.md"
"reuse_einsatz/Hastings_Pier_Visitor_Centre__004__neues_Tragwerk_Besucherzentrum","reuse_einsatz","Hastings_Pier_Visitor_Centre__004__neues_Tragwerk_Besucherzentrum","norm_recht_label","Building Regulations unbekannt","norm_or_leistungsanforderung","no_confident_norm_or_requirement_match","Gebäude\Hastings_Pier_Visitor_Centre.md"
"reuse_einsatz/Hastings_Pier_Visitor_Centre__005__Pier_Balustraden_Deck","reuse_einsatz","Hastings_Pier_Visitor_Centre__005__Pier_Balustraden_Deck","norm_recht_label","Heritage-Kontext","norm_or_leistungsanforderung","no_confident_norm_or_requirement_match","Gebäude\Hastings_Pier_Visitor_Centre.md"
"reuse_einsatz/Hastings_Pier_Visitor_Centre__006__viktorianischer_Pavillon","reuse_einsatz","Hastings_Pier_Visitor_Centre__006__viktorianischer_Pavillon","material_label","Bestand","material","no_confident_material_match","Gebäude\Hastings_Pier_Visitor_Centre.md"
"reuse_einsatz/Hastings_Pier_Visitor_Centre__006__viktorianischer_Pavillon","reuse_einsatz","Hastings_Pier_Visitor_Centre__006__viktorianischer_Pavillon","norm_recht_label","Heritage-Kontext","norm_or_leistungsanforderung","no_confident_norm_or_requirement_match","Gebäude\Hastings_Pier_Visitor_Centre.md"
"reuse_einsatz/Haus_HOS_Mehrfamilienhaus_Muehlhausen__001__Wandelemente","reuse_einsatz","Haus_HOS_Mehrfamilienhaus_Muehlhausen__001__Wandelemente","norm_recht_label","projektspezifisch unbekannt","norm_or_leistungsanforderung","no_confident_norm_or_requirement_match","Gebäude\Haus_HOS_Mehrfamilienhaus_Muehlhausen.md"
"reuse_einsatz/Haus_HOS_Mehrfamilienhaus_Muehlhausen__002__Deckenelemente","reuse_einsatz","Haus_HOS_Mehrfamilienhaus_Muehlhausen__002__Deckenelemente","huerde_label","Betondeckung/Feuerwiderstand","huerde","no_confident_huerde_match","Gebäude\Haus_HOS_Mehrfamilienhaus_Muehlhausen.md"
"reuse_einsatz/Haus_HOS_Mehrfamilienhaus_Muehlhausen__004__Gesamtbauteile","reuse_einsatz","Haus_HOS_Mehrfamilienhaus_Muehlhausen__004__Gesamtbauteile","bauteil_label","Gesamtbauteile","bauteiltyp","no_confident_bauteiltyp_match","Gebäude\Haus_HOS_Mehrfamilienhaus_Muehlhausen.md"
"reuse_einsatz/Haus_HOS_Mehrfamilienhaus_Muehlhausen__004__Gesamtbauteile","reuse_einsatz","Haus_HOS_Mehrfamilienhaus_Muehlhausen__004__Gesamtbauteile","pruefung_label","teilweise belegt","pruefung_nachweis","no_confident_pruefung_match","Gebäude\Haus_HOS_Mehrfamilienhaus_Muehlhausen.md"
"reuse_einsatz/Holbein_Gardens_London__001__Stahltr_ger_st_tzen","reuse_einsatz","Holbein_Gardens_London__001__Stahltr_ger_st_tzen","huerde_label","Beschaffung, Test, Programm, Kosten","huerde","no_confident_huerde_match","Gebäude\Holbein_Gardens_London.md"
"reuse_einsatz/Holbein_Gardens_London__001__Stahltr_ger_st_tzen","reuse_einsatz","Holbein_Gardens_London__001__Stahltr_ger_st_tzen","pruefung_label","CST / P427; zerstörende und zerstörungsfreie Prüfungen","pruefung_nachweis","no_confident_pruefung_match","Gebäude\Holbein_Gardens_London.md"
"reuse_einsatz/Holbein_Gardens_London__003__bestehender_Betonrahmen","reuse_einsatz","Holbein_Gardens_London__003__bestehender_Betonrahmen","huerde_label","**zählt nicht als Direct Reuse**","huerde","no_confident_huerde_match","Gebäude\Holbein_Gardens_London.md"
"reuse_einsatz/Holbein_Gardens_London__003__bestehender_Betonrahmen","reuse_einsatz","Holbein_Gardens_London__003__bestehender_Betonrahmen","pruefung_label","Bestandsuntersuchungen","pruefung_nachweis","no_confident_pruefung_match","Gebäude\Holbein_Gardens_London.md"
"reuse_einsatz/Holbein_Gardens_London__006__Cemfree_concrete","reuse_einsatz","Holbein_Gardens_London__006__Cemfree_concrete","bauteil_label","Cemfree concrete","bauteiltyp","no_confident_bauteiltyp_match","Gebäude\Holbein_Gardens_London.md"
"reuse_einsatz/Holbein_Gardens_London__007__TGA","reuse_einsatz","Holbein_Gardens_London__007__TGA","huerde_label","Energie-/Komfortanforderungen","huerde","no_confident_huerde_match","Gebäude\Holbein_Gardens_London.md"
"reuse_einsatz/Holbein_Gardens_London__007__TGA","reuse_einsatz","Holbein_Gardens_London__007__TGA","pruefung_label","WELL/NABERS-Anforderungen","pruefung_nachweis","no_confident_pruefung_match","Gebäude\Holbein_Gardens_London.md"
"reuse_einsatz/House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__001__1930er_Stahltr_ger_vom_House_of_Fraser","reuse_einsatz","House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__001__1930er_Stahltr_ger_vom_House_of_Fraser","huerde_label","pre-1940s steel, rivets, concrete encasement","huerde","no_confident_huerde_match","Gebäude\House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md"
"reuse_einsatz/House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__001__1930er_Stahltr_ger_vom_House_of_Fraser","reuse_einsatz","House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__001__1930er_Stahltr_ger_vom_House_of_Fraser","norm_recht_label","konkrete Norm unbekannt","norm_or_leistungsanforderung","no_confident_norm_or_requirement_match","Gebäude\House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md"
"reuse_einsatz/House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__002__Stahlst_tzen_aus_unteren_Geschossen_318_Oxford_S","reuse_einsatz","House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__002__Stahlst_tzen_aus_unteren_Geschossen_318_Oxford_S","pruefung_label","properties/strength checked","pruefung_nachweis","no_confident_pruefung_match","Gebäude\House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md"
"reuse_einsatz/House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__003__Repurposed_steel_von_Cleveland","reuse_einsatz","House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__003__Repurposed_steel_von_Cleveland","bauteil_label","Repurposed steel von Cleveland","bauteiltyp","no_confident_bauteiltyp_match","Gebäude\House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md"
"reuse_einsatz/House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__005__Handrails_and_other_fixtures","reuse_einsatz","House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__005__Handrails_and_other_fixtures","huerde_label","Detailbeleg schwach","huerde","no_confident_huerde_match","Gebäude\House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md"
"reuse_einsatz/House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__006__Bricks_demolition_materials","reuse_einsatz","House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__006__Bricks_demolition_materials","huerde_label","nicht detailliert","huerde","no_confident_huerde_match","Gebäude\House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md"
"reuse_einsatz/House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__006__Bricks_demolition_materials","reuse_einsatz","House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__006__Bricks_demolition_materials","material_label","Mauerwerk u. a.","material","no_confident_material_match","Gebäude\House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md"
"reuse_einsatz/Impact_Hub_Berlin_CRCLR_Fitout__002__Red_MDF_boards","reuse_einsatz","Impact_Hub_Berlin_CRCLR_Fitout__002__Red_MDF_boards","huerde_label","Funktion nicht vollständig klar","huerde","no_confident_huerde_match","Gebäude\Impact_Hub_Berlin_CRCLR_Fitout.md"
"reuse_einsatz/Impact_Hub_Berlin_CRCLR_Fitout__003__Ziegel_im_Empfang","reuse_einsatz","Impact_Hub_Berlin_CRCLR_Fitout__003__Ziegel_im_Empfang","huerde_label","bauliche Funktion unklar","huerde","no_confident_huerde_match","Gebäude\Impact_Hub_Berlin_CRCLR_Fitout.md"
"reuse_einsatz/Impact_Hub_Berlin_CRCLR_Fitout__004__Holzlatten","reuse_einsatz","Impact_Hub_Berlin_CRCLR_Fitout__004__Holzlatten","bauteil_label","Holzlatten","bauteiltyp","no_confident_bauteiltyp_match","Gebäude\Impact_Hub_Berlin_CRCLR_Fitout.md"
"reuse_einsatz/Impact_Hub_Berlin_CRCLR_Fitout__004__Holzlatten","reuse_einsatz","Impact_Hub_Berlin_CRCLR_Fitout__004__Holzlatten","huerde_label","Offcuts statt Bauteilreuse","huerde","no_confident_huerde_match","Gebäude\Impact_Hub_Berlin_CRCLR_Fitout.md"
"reuse_einsatz/Impact_Hub_Berlin_CRCLR_Fitout__005__Filzpaneele","reuse_einsatz","Impact_Hub_Berlin_CRCLR_Fitout__005__Filzpaneele","material_label","recycelter Filz","material","no_confident_material_match","Gebäude\Impact_Hub_Berlin_CRCLR_Fitout.md"
"reuse_einsatz/Impact_Hub_Berlin_CRCLR_Fitout__006__Holzgalerie","reuse_einsatz","Impact_Hub_Berlin_CRCLR_Fitout__006__Holzgalerie","huerde_label","Wiederverwendung nicht belegt","huerde","no_confident_huerde_match","Gebäude\Impact_Hub_Berlin_CRCLR_Fitout.md"
"reuse_einsatz/Impact_Hub_Berlin_CRCLR_Fitout__008__M_bel","reuse_einsatz","Impact_Hub_Berlin_CRCLR_Fitout__008__M_bel","huerde_label","zählt nicht","huerde","no_confident_huerde_match","Gebäude\Impact_Hub_Berlin_CRCLR_Fitout.md"
"reuse_einsatz/Impact_Hub_Berlin_CRCLR_Fitout__008__M_bel","reuse_einsatz","Impact_Hub_Berlin_CRCLR_Fitout__008__M_bel","norm_recht_label","nicht relevant","norm_or_leistungsanforderung","no_confident_norm_or_requirement_match","Gebäude\Impact_Hub_Berlin_CRCLR_Fitout.md"
"reuse_einsatz/Impact_Hub_Berlin_CRCLR_Fitout__008__M_bel","reuse_einsatz","Impact_Hub_Berlin_CRCLR_Fitout__008__M_bel","pruefung_label","nicht relevant","pruefung_nachweis","no_confident_pruefung_match","Gebäude\Impact_Hub_Berlin_CRCLR_Fitout.md"
"reuse_einsatz/Institut_de_Botanique_ULg_Liege__003__Fenster","reuse_einsatz","Institut_de_Botanique_ULg_Liege__003__Fenster","huerde_label","keine Belege","huerde","no_confident_huerde_match","Gebäude\Institut_de_Botanique_ULg_Liege.md"
"reuse_einsatz/Institut_de_Botanique_ULg_Liege__004__T_ren","reuse_einsatz","Institut_de_Botanique_ULg_Liege__004__T_ren","huerde_label","keine Belege","huerde","no_confident_huerde_match","Gebäude\Institut_de_Botanique_ULg_Liege.md"
"reuse_einsatz/Jeugdkliniek_Ithaka_Emergis_Kloetinge__001__Holztr_ger_houten_balken","reuse_einsatz","Jeugdkliniek_Ithaka_Emergis_Kloetinge__001__Holztr_ger_houten_balken","huerde_label","Löcher/alte Verbindungsmittel","huerde","no_confident_huerde_match","Gebäude\Jeugdkliniek_Ithaka_Emergis_Kloetinge.md"
"reuse_einsatz/Jeugdkliniek_Ithaka_Emergis_Kloetinge__005__horizontale_Stahlroste_Sonnenschutz","reuse_einsatz","Jeugdkliniek_Ithaka_Emergis_Kloetinge__005__horizontale_Stahlroste_Sonnenschutz","huerde_label","Lack/Korrosion unbekannt","huerde","no_confident_huerde_match","Gebäude\Jeugdkliniek_Ithaka_Emergis_Kloetinge.md"
"reuse_einsatz/Jeugdkliniek_Ithaka_Emergis_Kloetinge__007__Innent_ren","reuse_einsatz","Jeugdkliniek_Ithaka_Emergis_Kloetinge__007__Innent_ren","huerde_label","Gesundheitsbau-Anforderungen","huerde","no_confident_huerde_match","Gebäude\Jeugdkliniek_Ithaka_Emergis_Kloetinge.md"
"reuse_einsatz/Jeugdkliniek_Ithaka_Emergis_Kloetinge__008__Hang_und_Schlie_werk","reuse_einsatz","Jeugdkliniek_Ithaka_Emergis_Kloetinge__008__Hang_und_Schlie_werk","bauteil_label","Hang- und Schließwerk","bauteiltyp","no_confident_bauteiltyp_match","Gebäude\Jeugdkliniek_Ithaka_Emergis_Kloetinge.md"
"reuse_einsatz/Jeugdkliniek_Ithaka_Emergis_Kloetinge__009__Holzfu_b_den_vloerdelen","reuse_einsatz","Jeugdkliniek_Ithaka_Emergis_Kloetinge__009__Holzfu_b_den_vloerdelen","huerde_label","Healthcare-Nutzung","huerde","no_confident_huerde_match","Gebäude\Jeugdkliniek_Ithaka_Emergis_Kloetinge.md"
"reuse_einsatz/Jeugdkliniek_Ithaka_Emergis_Kloetinge__012__Beleuchtungsarmaturen","reuse_einsatz","Jeugdkliniek_Ithaka_Emergis_Kloetinge__012__Beleuchtungsarmaturen","huerde_label","alte Technik vs. Energieziel","huerde","no_confident_huerde_match","Gebäude\Jeugdkliniek_Ithaka_Emergis_Kloetinge.md"
"reuse_einsatz/Jeugdkliniek_Ithaka_Emergis_Kloetinge__012__Beleuchtungsarmaturen","reuse_einsatz","Jeugdkliniek_Ithaka_Emergis_Kloetinge__012__Beleuchtungsarmaturen","norm_recht_label","NEN unbekannt","norm_or_leistungsanforderung","no_confident_norm_or_requirement_match","Gebäude\Jeugdkliniek_Ithaka_Emergis_Kloetinge.md"
"reuse_einsatz/Jeugdkliniek_Ithaka_Emergis_Kloetinge__012__Beleuchtungsarmaturen","reuse_einsatz","Jeugdkliniek_Ithaka_Emergis_Kloetinge__012__Beleuchtungsarmaturen","pruefung_label","Elektroprüfung unbekannt","pruefung_nachweis","no_confident_pruefung_match","Gebäude\Jeugdkliniek_Ithaka_Emergis_Kloetinge.md"
"reuse_einsatz/Jeugdkliniek_Ithaka_Emergis_Kloetinge__013__Elektroinstallationen_Rohre","reuse_einsatz","Jeugdkliniek_Ithaka_Emergis_Kloetinge__013__Elektroinstallationen_Rohre","huerde_label","Energieziel vs. Reuse","huerde","no_confident_huerde_match","Gebäude\Jeugdkliniek_Ithaka_Emergis_Kloetinge.md"
"reuse_einsatz/Jeugdkliniek_Ithaka_Emergis_Kloetinge__013__Elektroinstallationen_Rohre","reuse_einsatz","Jeugdkliniek_Ithaka_Emergis_Kloetinge__013__Elektroinstallationen_Rohre","pruefung_label","Elektroprüfung","pruefung_nachweis","no_confident_pruefung_match","Gebäude\Jeugdkliniek_Ithaka_Emergis_Kloetinge.md"
"reuse_einsatz/Juch_Areal_Recyclingzentrum_Zuerich__001__Stahlstruktur_der_Traghalle_Hagenholz","reuse_einsatz","Juch_Areal_Recyclingzentrum_Zuerich__001__Stahlstruktur_der_Traghalle_Hagenholz","norm_recht_label","Schweizer Baunormen / SIA, genaue Normen unbekannt","norm_or_leistungsanforderung","no_confident_norm_or_requirement_match","Gebäude\Juch_Areal_Recyclingzentrum_Zuerich.md"
